Away_Team,Home_Team,Date,Ref_Crew,Accepted_Count,Yards,Away_Count,Away_Yards,Home_Count,Home_Yards,Total_Flags,Week,Year
N.Y. Jets,Miami,10/22/2017,Walt Coleman,21,200,12,124,9,76,25,7,2017
Baltimore,Minnesota,10/22/2017,Carl Cheffers,7,62,3,15,4,47,8,7,2017
Cincinnati,Pittsburgh,10/22/2017,Bill Vinovich,6,59,5,54,1,5,6,7,2017
Dallas,San Francisco,10/22/2017,Ron Torbert,7,58,5,36,2,22,11,7,2017
Denver,LA Chargers,10/22/2017,John Hussey,19,149,10,68,9,81,20,7,2017
Seattle,N.Y. Giants,10/22/2017,Tony Corrente,22,138,15,110,7,28,23,7,2017
Atlanta,New England,10/22/2017,Gene Steratore,14,105,6,40,8,65,17,7,2017
Washington,Philadelphia,10/23/2017,Ed Hochuli,14,110,5,55,9,55,16,7,2017
Miami,Baltimore,10/26/2017,John Parry,12,83,7,43,5,40,17,8,2017
Minnesota,Cleveland,10/29/2017,Jeff Triplette,10,132,5,58,5,74,13,8,2017
Oakland,Buffalo,10/29/2017,Ed Hochuli,17,145,6,50,11,95,18,8,2017
Indianapolis,Cincinnati,10/29/2017,Jerome Boger,12,99,7,45,5,54,14,8,2017
LA Chargers,New England,10/29/2017,Pete Morelli,16,157,10,77,6,80,19,8,2017
Chicago,New Orleans,10/29/2017,Carl Cheffers,11,82,4,31,7,51,15,8,2017
Atlanta,N.Y. Jets,10/29/2017,Craig Wrolstad,12,118,6,68,6,50,15,8,2017
San Francisco,Philadelphia,10/29/2017,Clete Blakeman,10,104,6,69,4,35,12,8,2017
Carolina,Tampa Bay,10/29/2017,Walt Coleman,11,106,5,51,6,55,12,8,2017
Houston,Seattle,10/29/2017,Terry McAulay,18,213,8,93,10,120,22,8,2017
Dallas,Washington,10/29/2017,Walt Anderson,13,121,8,89,5,32,14,8,2017
Pittsburgh,Detroit,10/29/2017,John Hussey,11,94,5,37,6,57,12,8,2017
Denver,Kansas City,10/30/2017,Tony Corrente,14,122,7,53,7,69,18,8,2017
Buffalo,N.Y. Jets,11/02/2017,Jerome Boger,21,165,11,99,10,66,26,9,2017
Atlanta,Carolina,11/05/2017,Tony Corrente,13,99,8,70,5,29,15,9,2017
Indianapolis,Houston,11/05/2017,John Parry,13,142,6,68,7,74,16,9,2017
Cincinnati,Jacksonville,11/05/2017,Brad Allen,13,128,8,78,5,50,17,9,2017
Tampa Bay,New Orleans,11/05/2017,Bill Vinovich,11,78,7,50,4,28,11,9,2017
LA Rams,N.Y. Giants,11/05/2017,Ed Hochuli,10,107,6,55,4,52,10,9,2017
Denver,Philadelphia,11/05/2017,Gene Steratore,19,140,14,105,5,35,22,9,2017
Baltimore,Tennessee,11/05/2017,John Hussey,9,78,6,39,3,39,12,9,2017
Arizona,San Francisco,11/05/2017,Craig Wrolstad,10,78,2,25,8,53,14,9,2017
Washington,Seattle,11/05/2017,Ron Torbert,23,200,7,62,16,138,25,9,2017
Kansas City,Dallas,11/05/2017,Pete Morelli,13,117,8,52,5,65,13,9,2017
Oakland,Miami,11/05/2017,Terry McAulay,21,212,10,105,11,107,22,9,2017
Detroit,Green Bay,11/06/2017,Clete Blakeman,4,39,2,19,2,20,5,9,2017
Seattle,Arizona,11/09/2017,Walt Anderson,21,166,12,108,9,58,23,10,2017
New Orleans,Buffalo,11/12/2017,Terry McAulay,12,97,4,41,8,56,17,10,2017
Green Bay,Chicago,11/12/2017,Tony Corrente,13,113,5,35,8,78,17,10,2017
Cleveland,Detroit,11/12/2017,Carl Cheffers,14,141,7,60,7,81,16,10,2017
Pittsburgh,Indianapolis,11/12/2017,Clete Blakeman,18,152,9,70,9,82,19,10,2017
LA Chargers,Jacksonville,11/12/2017,Ron Torbert,16,183,7,77,9,106,21,10,2017
N.Y. Jets,Tampa Bay,11/12/2017,Brad Allen,14,127,8,77,6,50,15,10,2017
Cincinnati,Tennessee,11/12/2017,Jeff Triplette,17,139,12,84,5,55,19,10,2017
Minnesota,Washington,11/12/2017,Bill Vinovich,5,55,3,40,2,15,5,10,2017
Houston,LA Rams,11/12/2017,Pete Morelli,18,146,8,60,10,86,19,10,2017
Dallas,Atlanta,11/12/2017,Ed Hochuli,10,89,5,54,5,35,16,10,2017
N.Y. Giants,San Francisco,11/12/2017,Jerome Boger,10,79,4,35,6,44,13,10,2017
New England,Denver,11/12/2017,Walt Coleman,6,33,1,5,5,28,9,10,2017
Miami,Carolina,11/13/2017,Gene Steratore,13,94,7,57,6,37,14,10,2017
Tennessee,Pittsburgh,11/16/2017,Ron Torbert,16,126,9,65,7,61,18,11,2017
Detroit,Chicago,11/19/2017,Brad Allen,11,113,6,49,5,64,11,11,2017
Jacksonville,Cleveland,11/19/2017,Pete Morelli,6,40,6,40,0,0,7,11,2017
Baltimore,Green Bay,11/19/2017,Jeff Triplette,8,83,3,30,5,53,8,11,2017
Arizona,Houston,11/19/2017,Ed Hochuli,16,132,10,90,6,42,21,11,2017
LA Rams,Minnesota,11/19/2017,Walt Anderson,15,125,8,60,7,65,18,11,2017
Washington,New Orleans,11/19/2017,Walt Coleman,16,121,9,67,7,54,17,11,2017
Kansas City,N.Y. Giants,11/19/2017,Gene Steratore,14,135,9,87,5,48,16,11,2017
Buffalo,LA Chargers,11/19/2017,John Parry,7,61,6,48,1,13,8,11,2017
Cincinnati,Denver,11/19/2017,Craig Wrolstad,8,64,3,14,5,50,8,11,2017
New England,Oakland,11/19/2017,John Hussey,10,76,2,10,8,66,10,11,2017
Philadelphia,Dallas,11/19/2017,Bill Vinovich,5,40,3,30,2,10,6,11,2017
Tampa Bay,Miami,11/19/2017,Tony Corrente,26,205,9,82,17,123,30,11,2017
Atlanta,Seattle,11/20/2017,Carl Cheffers,16,175,7,69,9,106,21,11,2017
Minnesota,Detroit,11/23/2017,Tony Corrente,17,128,9,74,8,54,22,12,2017
LA Chargers,Dallas,11/23/2017,Jerome Boger,12,116,5,56,7,60,14,12,2017
N.Y. Giants,Washington,11/23/2017,Terry McAulay,14,134,6,79,8,55,19,12,2017
Tampa Bay,Atlanta,11/26/2017,Jeff Triplette,6,57,2,15,4,42,6,12,2017
Cleveland,Cincinnati,11/26/2017,John Hussey,11,104,7,69,4,35,12,12,2017
Tennessee,Indianapolis,11/26/2017,Craig Wrolstad,11,82,2,15,9,67,11,12,2017
Buffalo,Kansas City,11/26/2017,Bill Vinovich,12,100,6,50,6,50,12,12,2017
Miami,New England,11/26/2017,Ron Torbert,13,122,6,52,7,70,15,12,2017
Carolina,N.Y. Jets,11/26/2017,Carl Cheffers,17,152,10,84,7,68,17,12,2017
Chicago,Philadelphia,11/26/2017,Walt Coleman,20,126,9,56,11,70,20,12,2017
New Orleans,LA Rams,11/26/2017,John Parry,16,202,7,112,9,90,20,12,2017
Seattle,San Francisco,11/26/2017,Pete Morelli,13,109,6,35,7,74,15,12,2017
Jacksonville,Arizona,11/26/2017,Clete Blakeman,15,143,5,45,10,98,15,12,2017
Denver,Oakland,11/26/2017,Walt Anderson,16,143,9,75,7,68,20,12,2017
Green Bay,Pittsburgh,11/26/2017,Ed Hochuli,8,72,3,27,5,45,13,12,2017
Houston,Baltimore,11/27/2017,Brad Allen,13,125,6,36,7,89,16,12,2017
Washington,Dallas,11/30/2017,Craig Wrolstad,10,68,7,43,3,25,12,13,2017
Minnesota,Atlanta,12/03/2017,Brad Allen,13,106,6,51,7,55,15,13,2017
Detroit,Baltimore,12/03/2017,Jerome Boger,8,70,6,45,2,25,11,13,2017
New England,Buffalo,12/03/2017,Gene Steratore,12,100,9,66,3,34,18,13,2017
San Francisco,Chicago,12/03/2017,Ed Hochuli,12,82,8,53,4,29,14,13,2017
Tampa Bay,Green Bay,12/03/2017,Terry McAulay,15,121,8,74,7,47,19,13,2017
Indianapolis,Jacksonville,12/03/2017,Bill Vinovich,10,86,4,31,6,55,14,13,2017
Denver,Miami,12/03/2017,Carl Cheffers,16,142,9,57,7,85,21,13,2017
Carolina,New Orleans,12/03/2017,John Hussey,13,122,6,54,7,68,16,13,2017
Kansas City,N.Y. Jets,12/03/2017,John Parry,13,70,8,30,5,40,13,13,2017
Houston,Tennessee,12/03/2017,Clete Blakeman,18,148,11,85,7,63,22,13,2017
Cleveland,LA Chargers,12/03/2017,Walt Coleman,9,86,4,24,5,62,10,13,2017
LA Rams,Arizona,12/03/2017,Ron Torbert,11,61,7,36,4,25,14,13,2017
N.Y. Giants,Oakland,12/03/2017,Pete Morelli,7,47,1,5,6,42,9,13,2017
Philadelphia,Seattle,12/03/2017,Tony Corrente,12,110,7,64,5,46,14,13,2017
Pittsburgh,Cincinnati,12/04/2017,Walt Anderson,20,239,7,66,13,173,23,13,2017
New Orleans,Atlanta,12/07/2017,Clete Blakeman,15,122,11,87,4,35,18,14,2017
Indianapolis,Buffalo,12/10/2017,Brad Allen,4,30,2,20,2,10,5,14,2017
Minnesota,Carolina,12/10/2017,Terry McAulay,8,78,2,30,6,48,9,14,2017
Chicago,Cincinnati,12/10/2017,John Parry,17,130,10,74,7,56,18,14,2017
Green Bay,Cleveland,12/10/2017,Bill Vinovich,9,65,3,20,6,45,9,14,2017
San Francisco,Houston,12/10/2017,John Hussey,19,169,11,87,8,82,23,14,2017
Seattle,Jacksonville,12/10/2017,Gene Steratore,13,121,6,73,7,48,22,14,2017
Oakland,Kansas City,12/10/2017,Carl Cheffers,14,108,7,39,7,69,14,14,2017
Detroit,Tampa Bay,12/10/2017,Ed Hochuli,15,170,8,105,7,65,16,14,2017
Tennessee,Arizona,12/10/2017,Jerome Boger,11,78,6,48,5,30,15,14,2017
N.Y. Jets,Denver,12/10/2017,Tony Corrente,7,41,4,20,3,21,10,14,2017
Washington,LA Chargers,12/10/2017,Jeff Triplette,9,88,4,48,5,40,14,14,2017
Philadelphia,LA Rams,12/10/2017,Craig Wrolstad,17,169,10,67,7,102,17,14,2017
Dallas,N.Y. Giants,12/10/2017,Walt Anderson,15,120,8,51,7,69,15,14,2017
Baltimore,Pittsburgh,12/10/2017,Walt Coleman,11,136,5,35,6,101,18,14,2017
New England,Miami,12/11/2017,Pete Morelli,17,180,9,78,8,102,19,14,2017
Denver,Indianapolis,12/14/2017,Terry McAulay,16,119,12,80,4,39,19,15,2017
Chicago,Detroit,12/16/2017,Jeff Triplette,21,155,13,97,8,58,22,15,2017
LA Chargers,Kansas City,12/16/2017,Walt Anderson,16,132,9,61,7,71,19,15,2017
Miami,Buffalo,12/17/2017,Jerome Boger,10,88,7,60,3,28,13,15,2017
Green Bay,Carolina,12/17/2017,Craig Wrolstad,11,68,6,28,5,40,15,15,2017
Baltimore,Cleveland,12/17/2017,Clete Blakeman,13,92,7,57,6,35,14,15,2017
Houston,Jacksonville,12/17/2017,Carl Cheffers,22,181,14,127,8,54,26,15,2017
Cincinnati,Minnesota,12/17/2017,Walt Coleman,16,137,5,44,11,93,16,15,2017
N.Y. Jets,New Orleans,12/17/2017,Ron Torbert,16,142,8,50,8,92,17,15,2017
Philadelphia,N.Y. Giants,12/17/2017,Brad Allen,12,111,7,44,5,67,16,15,2017
Arizona,Washington,12/17/2017,Pete Morelli,15,153,8,71,7,82,15,15,2017
LA Rams,Seattle,12/17/2017,Ed Hochuli,12,85,3,25,9,60,18,15,2017
New England,Pittsburgh,12/17/2017,Tony Corrente,8,67,2,4,6,63,8,15,2017
Tennessee,San Francisco,12/17/2017,John Parry,10,92,3,22,7,70,11,15,2017
Dallas,Oakland,12/17/2017,Gene Steratore,21,205,7,100,14,105,23,15,2017
Atlanta,Tampa Bay,12/18/2017,John Hussey,13,113,6,60,7,53,14,15,2017
Indianapolis,Baltimore,12/23/2017,Tony Corrente,7,44,2,19,5,25,8,16,2017
Minnesota,Green Bay,12/23/2017,Carl Cheffers,8,89,2,10,6,79,10,16,2017
Tampa Bay,Carolina,12/24/2017,Jerome Boger,18,122,12,72,6,50,21,16,2017
Cleveland,Chicago,12/24/2017,Terry McAulay,12,85,8,60,4,25,14,16,2017
Detroit,Cincinnati,12/24/2017,Gene Steratore,14,134,9,74,5,60,14,16,2017
Miami,Kansas City,12/24/2017,Jeff Triplette,16,115,11,75,5,40,17,16,2017
Buffalo,New England,12/24/2017,Craig Wrolstad,6,93,4,83,2,10,9,16,2017
Atlanta,New Orleans,12/24/2017,Pete Morelli,13,121,10,91,3,30,16,16,2017
LA Chargers,N.Y. Jets,12/24/2017,Clete Blakeman,13,114,8,80,5,34,16,16,2017
LA Rams,Tennessee,12/24/2017,Brad Allen,10,98,5,44,5,54,14,16,2017
Denver,Washington,12/24/2017,Ed Hochuli,9,65,3,30,6,35,10,16,2017
Jacksonville,San Francisco,12/24/2017,Walt Anderson,20,167,12,99,8,68,20,16,2017
N.Y. Giants,Arizona,12/24/2017,John Parry,16,146,10,101,6,45,19,16,2017
Seattle,Dallas,12/24/2017,John Hussey,18,217,11,142,7,75,19,16,2017
Pittsburgh,Houston,12/25/2017,Bill Vinovich,11,104,4,24,7,80,13,16,2017
Oakland,Philadelphia,12/25/2017,Ron Torbert,15,110,7,50,8,60,17,16,2017
Carolina,Atlanta,12/31/2017,Bill Vinovich,12,95,5,35,7,60,12,17,2017
Cincinnati,Baltimore,12/31/2017,Ron Torbert,11,107,6,60,5,47,15,17,2017
Green Bay,Detroit,12/31/2017,Pete Morelli,13,130,8,68,5,62,14,17,2017
Houston,Indianapolis,12/31/2017,Gene Steratore,11,54,7,34,4,20,15,17,2017
Buffalo,Miami,12/31/2017,Jeff Triplette,20,190,6,45,14,145,26,17,2017
Chicago,Minnesota,12/31/2017,Craig Wrolstad,22,219,10,116,12,103,23,17,2017
N.Y. Jets,New England,12/31/2017,Brad Allen,13,133,9,84,4,49,14,17,2017
Washington,N.Y. Giants,12/31/2017,John Hussey,7,60,4,35,3,25,7,17,2017
Dallas,Philadelphia,12/31/2017,John Parry,14,113,7,64,7,49,16,17,2017
Cleveland,Pittsburgh,12/31/2017,Jerome Boger,12,92,9,77,3,15,13,17,2017
New Orleans,Tampa Bay,12/31/2017,Walt Anderson,9,53,7,38,2,15,10,17,2017
Jacksonville,Tennessee,12/31/2017,Tony Corrente,8,56,6,41,2,15,8,17,2017
Kansas City,Denver,12/31/2017,Clete Blakeman,8,70,4,40,4,30,10,17,2017
Oakland,LA Chargers,12/31/2017,Ed Hochuli,13,150,6,85,7,65,15,17,2017
San Francisco,LA Rams,12/31/2017,Terry McAulay,10,69,4,23,6,46,11,17,2017
Arizona,Seattle,12/31/2017,Walt Coleman,12,125,4,25,8,100,15,17,2017
Atlanta,Philadelphia,09/06/2018,John Hussey,26,236,15,135,11,101,28,1,2018
Buffalo,Baltimore,09/09/2018,Shawn Hochuli,19,178,10,100,9,78,24,1,2018
Pittsburgh,Cleveland,09/09/2018,Shawn Smith,23,203,12,116,11,87,29,1,2018
Cincinnati,Indianapolis,09/09/2018,Pete Morelli,15,185,8,94,7,91,17,1,2018
Tennessee,Miami,09/09/2018,Jerome Boger,12,99,5,48,7,51,17,1,2018
San Francisco,Minnesota,09/09/2018,Clay Martin,10,73,3,21,7,52,11,1,2018
Houston,New England,09/09/2018,Tony Corrente,12,80,6,44,6,36,13,1,2018
Tampa Bay,New Orleans,09/09/2018,John Parry,15,147,7,70,8,77,21,1,2018
Jacksonville,N.Y. Giants,09/09/2018,Craig Wrolstad,17,162,11,119,6,43,18,1,2018
Kansas City,LA Chargers,09/09/2018,Clete Blakeman,13,95,6,50,7,45,16,1,2018
Washington,Arizona,09/09/2018,Walt Coleman,18,130,9,63,9,67,21,1,2018
Dallas,Carolina,09/09/2018,Walt Anderson,19,165,10,85,9,80,21,1,2018
Seattle,Denver,09/09/2018,Brad Allen,14,105,7,45,7,60,16,1,2018
Chicago,Green Bay,09/09/2018,Carl Cheffers,13,107,5,35,8,72,14,1,2018
N.Y. Jets,Detroit,09/10/2018,Bill Vinovich,10,64,7,49,3,15,10,1,2018
LA Rams,Oakland,09/10/2018,Ron Torbert,19,225,8,70,11,155,20,1,2018
Baltimore,Cincinnati,09/13/2018,Walt Anderson,16,143,7,51,9,92,18,2,2018
Carolina,Atlanta,09/16/2018,Bill Vinovich,9,75,7,49,2,26,16,2,2018
LA Chargers,Buffalo,09/16/2018,Clay Martin,12,76,6,45,6,31,13,2,2018
Minnesota,Green Bay,09/16/2018,Tony Corrente,15,124,8,70,7,54,19,2,2018
Cleveland,New Orleans,09/16/2018,Ron Torbert,8,96,4,43,4,53,9,2,2018
Miami,N.Y. Jets,09/16/2018,Brad Allen,9,60,2,10,7,50,10,2,2018
Kansas City,Pittsburgh,09/16/2018,Jerome Boger,24,166,12,76,12,90,27,2,2018
Philadelphia,Tampa Bay,09/16/2018,Alex Kemp,10,99,6,55,4,44,14,2,2018
Houston,Tennessee,09/16/2018,Pete Morelli,19,158,11,88,8,70,19,2,2018
Indianapolis,Washington,09/16/2018,Clete Blakeman,13,116,6,26,7,90,13,2,2018
Arizona,LA Rams,09/16/2018,Craig Wrolstad,14,96,9,47,5,49,14,2,2018
Detroit,San Francisco,09/16/2018,Shawn Hochuli,19,191,10,105,9,86,23,2,2018
Oakland,Denver,09/16/2018,John Hussey,10,65,4,30,6,35,14,2,2018
New England,Jacksonville,09/16/2018,Carl Cheffers,9,96,2,25,7,71,9,2,2018
N.Y. Giants,Dallas,09/16/2018,John Parry,9,71,3,24,6,47,10,2,2018
Seattle,Chicago,09/17/2018,Walt Coleman,12,92,5,37,7,55,12,2,2018
N.Y. Jets,Cleveland,09/20/2018,Jerome Boger,11,96,6,55,5,41,19,3,2018
New Orleans,Atlanta,09/23/2018,Walt Anderson,16,174,11,120,5,54,18,3,2018
Denver,Baltimore,09/23/2018,Ron Torbert,20,172,13,120,7,52,20,3,2018
Cincinnati,Carolina,09/23/2018,John Parry,7,53,4,36,3,17,8,3,2018
N.Y. Giants,Houston,09/23/2018,Walt Coleman,10,70,3,20,7,50,17,3,2018
Tennessee,Jacksonville,09/23/2018,Shawn Smith,12,105,4,30,8,75,12,3,2018
San Francisco,Kansas City,09/23/2018,Tony Corrente,20,195,14,147,6,48,26,3,2018
Oakland,Miami,09/23/2018,Shawn Hochuli,17,112,8,38,9,74,22,3,2018
Buffalo,Minnesota,09/23/2018,Alex Kemp,18,143,12,84,6,59,19,3,2018
Indianapolis,Philadelphia,09/23/2018,Clay Martin,21,187,11,77,10,110,25,3,2018
Green Bay,Washington,09/23/2018,Craig Wrolstad,17,181,11,115,6,66,19,3,2018
LA Chargers,LA Rams,09/23/2018,John Hussey,10,94,4,30,6,64,10,3,2018
Chicago,Arizona,09/23/2018,Bill Vinovich,13,88,7,45,6,43,15,3,2018
Dallas,Seattle,09/23/2018,Carl Cheffers,17,122,7,55,10,67,18,3,2018
New England,Detroit,09/23/2018,Clete Blakeman,11,108,5,38,6,70,12,3,2018
Pittsburgh,Tampa Bay,09/24/2018,Pete Morelli,22,235,13,155,9,80,26,3,2018
Minnesota,LA Rams,09/27/2018,Brad Allen,6,50,4,35,2,15,10,4,2018
Cincinnati,Atlanta,09/30/2018,Shawn Smith,16,150,6,55,10,95,21,4,2018
Tampa Bay,Chicago,09/30/2018,Jerome Boger,15,137,11,99,4,38,18,4,2018
Detroit,Dallas,09/30/2018,Walt Coleman,10,78,8,58,2,20,13,4,2018
Buffalo,Green Bay,09/30/2018,Bill Vinovich,8,80,3,20,5,60,9,4,2018
Houston,Indianapolis,09/30/2018,Carl Cheffers,20,139,10,54,10,85,23,4,2018
N.Y. Jets,Jacksonville,09/30/2018,Clay Martin,15,132,6,43,9,89,16,4,2018
Miami,New England,09/30/2018,Alex Kemp,16,146,10,89,6,57,19,4,2018
Philadelphia,Tennessee,09/30/2018,Shawn Hochuli,12,107,8,77,4,30,13,4,2018
Seattle,Arizona,09/30/2018,John Hussey,13,95,8,57,5,38,14,4,2018
Cleveland,Oakland,09/30/2018,Walt Anderson,14,120,8,55,6,65,16,4,2018
San Francisco,LA Chargers,09/30/2018,Ron Torbert,9,78,4,29,5,49,9,4,2018
New Orleans,N.Y. Giants,09/30/2018,Pete Morelli,11,118,5,51,6,67,12,4,2018
Baltimore,Pittsburgh,09/30/2018,Tony Corrente,12,90,7,50,5,40,13,4,2018
Kansas City,Denver,10/01/2018,Craig Wrolstad,13,118,10,93,3,25,15,4,2018
Indianapolis,New England,10/04/2018,Shawn Hochuli,11,85,4,35,7,50,15,5,2018
Tennessee,Buffalo,10/07/2018,Tony Corrente,9,70,5,40,4,30,10,5,2018
N.Y. Giants,Carolina,10/07/2018,Jerome Boger,12,84,8,62,4,22,15,5,2018
Miami,Cincinnati,10/07/2018,Craig Wrolstad,15,132,9,85,6,47,18,5,2018
Baltimore,Cleveland,10/07/2018,John Hussey,14,107,4,41,10,66,18,5,2018
Green Bay,Detroit,10/07/2018,Pete Morelli,20,183,12,112,8,71,25,5,2018
Jacksonville,Kansas City,10/07/2018,Brad Allen,16,150,5,45,11,105,18,5,2018
Denver,N.Y. Jets,10/07/2018,Clay Martin,10,78,6,45,4,33,12,5,2018
Atlanta,Pittsburgh,10/07/2018,John Parry,14,133,7,75,7,58,16,5,2018
Oakland,LA Chargers,10/07/2018,Alex Kemp,16,137,7,55,9,82,19,5,2018
Minnesota,Philadelphia,10/07/2018,Walt Coleman,12,75,4,23,8,52,15,5,2018
Arizona,San Francisco,10/07/2018,Shawn Smith,14,111,5,46,9,65,17,5,2018
LA Rams,Seattle,10/07/2018,Clete Blakeman,14,95,7,45,7,50,17,5,2018
Dallas,Houston,10/07/2018,Bill Vinovich,12,97,7,72,5,25,12,5,2018
Washington,New Orleans,10/08/2018,Carl Cheffers,10,83,6,38,4,45,12,5,2018
Philadelphia,N.Y. Giants,10/11/2018,Ron Torbert,9,86,4,25,5,61,13,6,2018
Tampa Bay,Atlanta,10/14/2018,Walt Coleman,9,50,4,20,5,30,13,6,2018
Pittsburgh,Cincinnati,10/14/2018,Clete Blakeman,15,99,9,69,6,30,16,6,2018
LA Chargers,Cleveland,10/14/2018,Brad Allen,16,125,10,72,6,53,20,6,2018
Buffalo,Houston,10/14/2018,Craig Wrolstad,18,154,12,104,6,50,19,6,2018
Chicago,Miami,10/14/2018,Walt Anderson,13,125,6,58,7,67,15,6,2018
Arizona,Minnesota,10/14/2018,Jerome Boger,14,82,5,30,9,52,17,6,2018
Indianapolis,N.Y. Jets,10/14/2018,Alex Kemp,15,115,8,66,7,49,16,6,2018
Seattle,Oakland,10/14/2018,Pete Morelli,13,102,8,64,5,38,13,6,2018
Carolina,Washington,10/14/2018,Clay Martin,13,98,8,55,5,43,13,6,2018
LA Rams,Denver,10/14/2018,Shawn Smith,16,142,10,81,6,61,16,6,2018
Jacksonville,Dallas,10/14/2018,Tony Corrente,7,55,4,30,3,25,7,6,2018
Baltimore,Tennessee,10/14/2018,Carl Cheffers,14,105,10,70,4,35,16,6,2018
Kansas City,New England,10/14/2018,John Hussey,5,58,5,58,0,0,10,6,2018
San Francisco,Green Bay,10/15/2018,John Parry,8,64,2,10,6,54,13,6,2018
Denver,Arizona,10/18/2018,Alex Kemp,12,95,5,50,7,45,13,7,2018
Tennessee,LA Chargers,10/21/2018,Walt Coleman,8,63,4,32,4,31,9,7,2018
New Orleans,Baltimore,10/21/2018,John Parry,11,106,6,52,5,54,12,7,2018
New England,Chicago,10/21/2018,Clay Martin,12,104,7,64,5,40,15,7,2018
Buffalo,Indianapolis,10/21/2018,Brad Allen,11,94,7,59,4,35,12,7,2018
Houston,Jacksonville,10/21/2018,Ron Torbert,8,50,6,35,2,15,8,7,2018
Cincinnati,Kansas City,10/21/2018,Bill Vinovich,16,108,8,58,8,50,16,7,2018
Detroit,Miami,10/21/2018,Jerome Boger,10,93,6,43,4,50,12,7,2018
Minnesota,N.Y. Jets,10/21/2018,Shawn Smith,14,126,6,55,8,71,15,7,2018
Carolina,Philadelphia,10/21/2018,Clete Blakeman,9,113,5,78,4,35,12,7,2018
Cleveland,Tampa Bay,10/21/2018,Shawn Hochuli,22,179,14,114,8,65,24,7,2018
Dallas,Washington,10/21/2018,John Hussey,13,100,8,65,5,35,14,7,2018
LA Rams,San Francisco,10/21/2018,Walt Anderson,3,20,1,10,2,10,6,7,2018
N.Y. Giants,Atlanta,10/22/2018,Tony Corrente,9,87,4,58,5,29,11,7,2018
Miami,Houston,10/25/2018,Shawn Smith,13,120,5,63,8,57,20,8,2018
Philadelphia,Jacksonville,10/28/2018,John Hussey,9,81,4,36,5,45,11,8,2018
Baltimore,Carolina,10/28/2018,Pete Morelli,13,98,9,68,4,30,13,8,2018
N.Y. Jets,Chicago,10/28/2018,Clete Blakeman,10,70,8,45,2,25,15,8,2018
Tampa Bay,Cincinnati,10/28/2018,Alex Kemp,15,121,11,75,4,46,22,8,2018
Seattle,Detroit,10/28/2018,Walt Anderson,11,143,7,111,4,32,12,8,2018
Denver,Kansas City,10/28/2018,Shawn Hochuli,17,133,10,83,7,50,26,8,2018
Washington,N.Y. Giants,10/28/2018,Bill Vinovich,19,192,8,90,11,102,24,8,2018
Cleveland,Pittsburgh,10/28/2018,Carl Cheffers,15,112,7,52,8,60,17,8,2018
Indianapolis,Oakland,10/28/2018,John Parry,20,156,10,77,10,79,25,8,2018
San Francisco,Arizona,10/28/2018,Brad Allen,14,121,5,59,9,62,16,8,2018
Green Bay,LA Rams,10/28/2018,Ron Torbert,4,25,2,10,2,15,5,8,2018
New Orleans,Minnesota,10/28/2018,Craig Wrolstad,13,118,7,64,6,54,14,8,2018
New England,Buffalo,10/29/2018,Jerome Boger,11,84,5,33,6,51,16,8,2018
Oakland,San Francisco,11/01/2018,Carl Cheffers,9,63,6,40,3,23,11,9,2018
Pittsburgh,Baltimore,11/04/2018,Craig Wrolstad,13,128,8,103,5,25,18,9,2018
Chicago,Buffalo,11/04/2018,Shawn Smith,24,292,14,129,10,163,25,9,2018
Tampa Bay,Carolina,11/04/2018,Tony Corrente,17,133,8,49,9,84,18,9,2018
Kansas City,Cleveland,11/04/2018,Ron Torbert,15,106,11,86,4,20,20,9,2018
N.Y. Jets,Miami,11/04/2018,Walt Coleman,10,100,5,45,5,55,10,9,2018
Detroit,Minnesota,11/04/2018,Pete Morelli,11,81,8,66,3,15,13,9,2018
Atlanta,Washington,11/04/2018,Walt Anderson,17,197,7,50,10,147,20,9,2018
Houston,Denver,11/04/2018,Clay Martin,15,110,7,60,8,50,16,9,2018
LA Chargers,Seattle,11/04/2018,Shawn Hochuli,22,188,12,105,10,83,26,9,2018
LA Rams,New Orleans,11/04/2018,Bill Vinovich,6,52,4,32,2,20,7,9,2018
Green Bay,New England,11/04/2018,Brad Allen,12,93,7,63,5,30,16,9,2018
Tennessee,Dallas,11/05/2018,Clete Blakeman,9,72,3,20,6,52,11,9,2018
Carolina,Pittsburgh,11/08/2018,Walt Coleman,6,66,5,42,1,24,7,10,2018
Detroit,Chicago,11/11/2018,Alex Kemp,12,87,6,41,6,46,15,10,2018
New Orleans,Cincinnati,11/11/2018,Tony Corrente,5,31,1,5,4,26,6,10,2018
Atlanta,Cleveland,11/11/2018,Pete Morelli,8,43,1,5,7,38,10,10,2018
Miami,Green Bay,11/11/2018,Clay Martin,9,55,3,10,6,45,14,10,2018
Jacksonville,Indianapolis,11/11/2018,Jerome Boger,15,106,8,61,7,45,18,10,2018
Arizona,Kansas City,11/11/2018,Carl Cheffers,11,93,3,30,8,63,15,10,2018
Buffalo,N.Y. Jets,11/11/2018,Ron Torbert,5,40,4,30,1,10,7,10,2018
Washington,Tampa Bay,11/11/2018,Brad Allen,13,102,8,52,5,50,14,10,2018
New England,Tennessee,11/11/2018,Bill Vinovich,8,66,4,31,4,35,10,10,2018
LA Chargers,Oakland,11/11/2018,Craig Wrolstad,12,125,6,70,6,55,13,10,2018
